,Unnamed: 0,[Service ID],[WSDL Address],[Service Provider],[IP Address],[Country],[IP No.],[AS],[Latitude],[Longitude]
4995,4995,4995,http://www.schickclick.com/services/index?wsdl,2595,2442,1,5,1528,,
4996,4996,4996,http://websvc.schooldude.com/cbas/connectbas.asmx?wsdl,700,1780,1,2,154,35.7721,-78.6386
4997,4997,4997,http://sconekb.com/SconeWS/Service.asmx?WSDL,1661,1521,1,5,960,,
4998,4998,4998,http://www.sctvchannel.com/sc_admin/sc_cms.asmx?WSDL,97,1084,1,1,1138,43.0282,-88.2949
4999,4999,4999,http://web8.securetss.com/com/clearviewtss/util/HashProvider.cfc?wsdl,1027,1406,1,1,737,39.1828,-84.3447
5000,5000,5000,http://www.securexml.net/SecureXML/SecureXML.wsdl,1044,948,1,5,626,,
5001,5001,5001,http://srs.segpay.com/MWS.asmx?wsdl,138,1838,1,0,1499,29.4889,-98.3987
5002,5002,5002,http://www.semcog.org/AutoComplete.asmx?WSDL,827,1301,1,0,597,42.6056,-83.1499
5003,5003,5003,http://sensorbase.org/soap/sensorbase2.wsdl,856,337,1,1,1150,33.7866,-118.2987
5004,5004,5004,http://webservices.serviceu.com/v1/publiccalendar.asmx?WSDL,1042,1975,1,0,625,39.0437,-77.4875
5005,5005,5005,http://webservices.sevder.com/DictionaryManager.asmx?WSDL,1436,1828,1,1,1582,33.6119,-111.8906
5006,5006,5006,http://mail.sevenate.com/Services/svcUserAdmin.asmx?wsdl,270,1588,1,0,731,32.8148,-96.8705
5007,5007,5007,http://www.shahrazad.info/Shahrazad/api/BlogImporter.asmx?wsdl,1685,1538,1,5,971,,
5008,5008,5008,http://service.sharewarestarterkit.com/service.asmx?WSDL,1231,101,1,1,742,47.0,8.0
5009,5009,5009,http://www.shelfari.com/ws/hobart.asmx?WSDL,2688,841,1,0,1287,39.0437,-77.4875
5010,5010,5010,http://weather.shellware.com/weather.asmx?wsdl,1159,616,1,0,557,40.1932,-75.6749
5011,5011,5011,http://silverlakeautoparts.co.uk/ad.asmx?WSDL,139,137,1,5,80,,
5012,5012,5012,http://simplegeek.com/BlogxBrowsing.asmx?WSDL,2380,1777,1,0,546,47.3809,-122.2348
5013,5013,5013,http://www.sinema.com/ws/index.php?wsdl,2166,1609,18,0,336,37.7035,40.7921
5014,5014,5014,http://post.slfg.net/suppliers/webservices/suppliers_Insert_Lead.asmx?WSDL,1922,963,1,0,1361,43.1005,-77.426
5015,5015,5015,http://www.slxtraining.com/slxws/getforexrate.asmx?WSDL,1841,2059,1,2,1582,33.6119,-111.8906
5016,5016,5016,http://www.smileyberks.com/webservices/SmileyWebServices/Service1.asmx?wsdl,2059,1888,1,5,1181,,
5017,5017,5017,http://www.smseasy.co.za/sendsms3.asmx?WSDL,2001,1728,1,1,888,51.0,9.0
5018,5018,5018,http://www.smsportal.co.za/sendsms3.asmx?WSDL,2506,873,1,0,701,51.5,-0.13
5019,5019,5019,http://www.sms-ya.com/services/index?wsdl,268,255,1,5,167,,
5020,5020,5020,http://snb.co.il/Services/SiteServices.asmx?WSDL,1244,2300,1,2,168,31.5,34.75
5021,5021,5021,http://services.sparkstudios.com/ErrorHandler.asmx?wsdl,573,2490,1,0,1281,40.7143,-74.006
5022,5022,5022,http://api.sslgenie.com/index.asmx?WSDL,1502,1468,1,0,875,51.0,9.0
5023,5023,5023,http://www.sstregister.org/services/WSDL/sstr.wsdl,1475,1339,1,5,857,,
5024,5024,5024,http://www.sstsoftware.com/imagerymetadataservice/imagerymetadataservice.asmx?wsdl,2639,710,1,2,1316,35.4676,-97.5164
5025,5025,5025,http://www.stacks.com/services-public.asmx?WSDL,1127,1669,1,2,1242,33.6695,-117.8231
5026,5026,5026,http://apps.dot.state.nc.us/tims/WebService/IncidentDatabase.asmx?WSDL,1286,805,1,2,1294,35.7721,-78.6386
5027,5027,5027,http://www.stjoesgaa.com/WebServices/Photos.asmx?WSDL,2612,696,1,1,1582,33.6119,-111.8906
5028,5028,5028,http://strangelights.com/fsharp/AspfDemo/FunctionCalls.asmx?wsdl,1083,1563,1,0,418,34.1613,-118.0895
5029,5029,5029,http://www.structuretoobig.com/WorldMapService.asmx?WSDL,1305,1047,1,2,154,35.3366,-80.7958
5030,5030,5030,http://www.stuller.com/developer/services/stullerinvoiceservice.asmx?WSDL,2580,2214,1,0,894,30.1605,-92.0332
5031,5031,5031,http://www.subgurim.net/servicios-web/smaths.asmx?WSDL,1167,1812,1,1,700,48.8667,2.3333
5032,5032,5032,http://demo.sugarcrm.com/sugarcrm/soap.php?wsdl,916,1100,1,0,845,33.7516,-84.3915
5033,5033,5033,http://demo.sugarondemand.com/sugarcrm/soap.php/?wsdl,444,1487,1,0,845,33.7516,-84.3915
5034,5034,5034,http://cds.cmsg.sun.com/serverscript/serverscript?WSDL,1434,1204,1,1,1330,37.5331,-122.2471
5035,5035,5035,http://www.sunrisell.com/SunriseLittleLeague/cfc/webservice.cfc?wsdl,1388,1941,1,2,12,25.0833,-77.35
5036,5036,5036,http://www.superstitionmountain.com/services/LotService.asmx?WSDL,784,322,1,0,1263,38.0,-97.0
5037,5037,5037,http://portal.suppliesnet.net/PurchaseOrders/purchaseorder.asmx?wsdl,1116,1690,1,0,546,38.0,-97.0
5038,5038,5038,http://swanandmokashi.com/HomePage/WebServices/QuoteOfTheDay.asmx?WSDL,2667,2260,1,0,1583,39.0437,-77.4875
5039,5039,5039,http://www.swift-find.com/SFInterface/sfinterface.asmx?wsdl,1987,1252,1,0,1290,32.8073,-117.1324
5040,5040,5040,http://www.syncadia.com/BlackScholes.asmx?wsdl,818,1214,1,0,1341,33.4499,-112.0712
5041,5041,5041,http://www.ecs.syr.edu/faculty/fawcett/handouts/CSE686/code/calcWebService/Calc.asmx?WSDL,1915,1460,1,1,692,43.0377,-76.1396
5042,5042,5042,http://www.taggify.net/blog/api/BlogImporter.asmx?WSDL,737,2193,1,1,1002,29.4889,-98.3987
5043,5043,5043,http://services.taxwatch.biz/rates/kansas/sstp.wsdl,464,2478,1,2,285,29.4889,-98.3987
5044,5044,5044,http://technologydr.com/DesktopModules/OnyakTech.SigmaLive.WS/SigmaLive.asmx?WSDL,1400,958,1,1,1582,33.6119,-111.8906
5045,5045,5045,http://licensing.techsol.org/usage.php?wsdl,704,1863,1,0,1216,33.7248,-112.0889
5046,5046,5046,http://www.testout.com/portal/webservices/frameworkinfo.asmx?WSDL,924,789,1,0,1499,29.4889,-98.3987
5047,5047,5047,http://www.thecave.com/ws/snowreport.wsdl,1801,1706,1,2,871,29.4889,-98.3987
5048,5048,5048,http://www.thelowquote.com/importleads/import.asmx?WSDL,2214,1043,1,2,490,47.4891,-122.2908
5049,5049,5049,http://www.themidnightcoders.net/flexexamples/BenchmarkService.asmx?WSDL,867,146,1,0,1582,33.6119,-111.8906
5050,5050,5050,http://dmas.thetask.com/d/soap/dmas.wsdl,1689,466,1,0,1137,39.0997,-94.5786
5051,5051,5051,http://www.theticketguys.com/DesktopModules/OnyakTech.SigmaLive.WS/SigmaLive.asmx?WSDL,895,1549,1,0,963,38.9266,-77.3936
5052,5052,5052,http://dataworks.thomson.com/dataworks/enterprise/1.0/webServiceClient.asmx?WSDL,2031,1380,72,1,1025,44.8046,-93.1371
5053,5053,5053,http://adbrite.thunderstone.com/texis/adbrite/AdbriteServiceServer/describe.wsdl,2122,1340,1,2,1496,41.5931,-81.5268
5054,5054,5054,http://ticketmarketservice.tickco.com/eiservice.asmx?WSDL,2405,1697,1,0,1407,37.7697,-122.3933
5055,5055,5055,http://www.ticketsnow.com/DataProviders/AutoComplete/AutoComplete.asmx?WSDL,397,59,1,2,961,42.0678,-88.0185
5056,5056,5056,http://tim-stanley.com/api/BlogImporter.asmx?WSDL,1180,2096,1,0,798,40.8326,-74.1307
5057,5057,5057,http://tirekingdom.com/service/TireKingdom.asmx?WSDL,549,1912,1,2,201,38.9879,-76.5454
5058,5058,5058,http://www.tmiwireless.com/services/GetProductDetails.asmx?WSDL,667,1539,1,0,1499,29.4889,-98.3987
5059,5059,5059,http://topodia.com/InternalAjaxCalls.asmx?WSDL,994,2166,1,0,551,32.9299,-96.8353
5060,5060,5060,http://www.totaltruelove.com/AjaxService.asmx?WSDL,427,1918,1,0,194,41.8824,-87.6376
5061,5061,5061,http://www.travel-center.com/webservices/TCServices.asmx?WSDL,1666,1749,1,0,386,33.7516,-84.3915
5062,5062,5062,http://tsglobalmapping.travelsciences.com/GlobalMapping.asmx?wsdl,2280,1732,1,0,1327,29.8301,-95.4739
5063,5063,5063,http://www.travistrailer.com/admin/ajax/VisitorTracker.asmx?WSDL,364,340,1,0,574,39.8474,-104.9459
5064,5064,5064,http://ws.trillonario.com/ws_login.php?wsdl,2231,803,1,0,866,52.35,4.9167
5065,5065,5065,http://login3.trimblems.com/WebSiteCommon/WebServices/Mapping.asmx?WSDL,267,1786,1,2,1220,39.6237,-104.8738
5066,5066,5066,http://www.trixbox.org/soapCheckUserReg.php?wsdl,2368,896,1,0,454,33.995,-118.3917
5067,5067,5067,http://www.trpoint.com/TransactionWebservice/TransactionWebService.asmx?wsdl,1945,241,1,2,429,38.8853,-94.8902
5068,5068,5068,http://tunerzine.com/latestarticles.asmx?WSDL,2120,2390,1,0,1556,33.8138,-117.7986
5069,5069,5069,http://www.tvps.com/affiliateservice.asmx?WSDL,1578,1859,1,0,370,42.2328,-70.8176
5070,5070,5070,http://umgnashville.com/webservices/v4.0/int/MemberService.asmx?WSDL,2171,2196,1,1,201,38.9785,-76.4922
5071,5071,5071,http://www.icaro2.unime.it/CommunicationLayer/ContentWS.asmx?wsdl,572,839,1,2,202,38.1833,15.5667
5072,5072,5072,http://unitedbands.com/AutoComplete.asmx?WSDL,959,14,1,0,546,38.0,-97.0
5073,5073,5073,http://webcms.unk.edu/WorkArea/WebServices/ContentWS.asmx?WSDL,99,1724,1,1,359,40.8497,-99.0741
5074,5074,5074,http://www.unpicked.com/webservices/whois/whois.asmx?wsdl,2300,1329,1,0,103,47.6727,-122.1873
5075,5075,5075,http://api.urbandictionary.com/soap?wsdl,324,2429,1,0,1287,39.0437,-77.4875
5076,5076,5076,http://www.uscav.com/itemsrv/service.asmx?WSDL,315,534,1,2,154,35.2271,-80.8431
5077,5077,5077,http://www.icee.usm.edu/ICEE/Projects/I-2303-05-S_(James_Williams)/xtext.asmx?WSDL,1582,0,1,1,37,31.1721,-89.2948
5078,5078,5078,http://www.valil.com/ChessWebService/Service.asmx?WSDL,2125,1839,1,2,1236,39.7157,-75.5281
5079,5079,5079,http://www.valuewizard.com/webservices/search.asmx?WSDL,1235,1737,1,0,644,38.0,-97.0
5080,5080,5080,http://www.vantagetravel.com/VTSJourney/Service1.asmx?WSDL,762,2356,1,2,70,38.9907,-77.0261
5081,5081,5081,http://www.vbnetexpert.com/vsm/timeservice/servertime.asmx?wsdl,1171,1367,1,0,154,35.3366,-80.7958
5082,5082,5082,http://vervemusicgroup.com/webservices/v4.0/int/MemberService.asmx?WSDL,1708,1758,1,1,201,38.9785,-76.4922
5083,5083,5083,http://webservices.viaone.com/pos/pos.asmx?wsdl,474,29,1,2,721,38.8998,-94.7052
5084,5084,5084,http://issuance.victoire.com.lb/VictoirewebServices/VictoireServices.asmx?wsdl,2073,638,1,2,323,42.6489,-71.1655
5085,5085,5085,http://www.vikramlakhotia.com/GetNamesService.asmx?WSDL,344,2465,1,2,222,18.4167,-64.6167
5086,5086,5086,http://sura-vims-pe6600-1.vims.edu/~drf/cgi-bin/oostech.cgi?wsdl,2276,2133,1,5,1320,,
5087,5087,5087,http://cobrand1.vinamob.com/nfun2_5/B2BService.wsdl,1840,1248,8,0,533,16.0,106.0
5088,5088,5088,http://www.vinsurance.com/SlidesService.asmx?WSDL,2363,2210,1,5,1384,,
5089,5089,5089,http://www.virtuaceinc.com/fd/Portfolio.asmx?WSDL,2472,2388,1,0,1162,40.0548,-75.4083
5090,5090,5090,http://www.virtualordermanagement.com/OrderServices/VOM_Gate.asmx?wsdl,1813,725,1,2,561,32.7791,-96.8028
5091,5091,5091,http://www.visibletower.com/Messenger/messagereceiver.asmx?WSDL,1028,929,1,5,614,,
5092,5092,5092,http://front-3.cust01.visi.com/isearch-m3/imgcount.php?wsdl,214,509,1,2,428,44.8558,-93.4408
5093,5093,5093,http://en.w3schools.com/webservices/tempconvert.asmx?WSDL,2635,1304,1,0,541,41.85,-87.65
5094,5094,5094,http://www.wackylabs.net/mt/webservice/examplewsdl.php?wsdl,1716,870,1,2,325,33.9269,-117.8612
5095,5095,5095,http://www.webgensol.com/ContentService.asmx?WSDL,70,60,1,5,31,,
5096,5096,5096,http://qa-integrations.webhire.com/uiewebservices/uiewebservices.asmx?WSDL,2292,2148,1,5,1335,,
5097,5097,5097,http://site295.webhost4life.com/venkatbr/WebServices/kannadakasturiwebservice.asmx?WSDL,2060,2399,1,0,1008,42.5051,-71.2047
5098,5098,5098,http://ws.webhostautomation.com/helm4/modulemanagement/modulemanagement.asmx?WSDL,262,2058,1,2,162,47.4829,-122.2171
5099,5099,5099,http://www2.websitepulse.com/wsdl/wsp.wsdl,693,617,1,0,1499,29.4889,-98.3987
5100,5100,5100,http://www.whatdoing.com/WebTools/Tools.asmx?wsdl,77,1712,1,0,417,37.3422,-121.8833
5101,5101,5101,http://whatsonmybookshelf.com/api/soap.php?wsdl,1515,1312,1,2,464,39.7525,-104.9995
5102,5102,5102,http://wheelspecs.com/WheelModels.asmx?WSDL,2670,2175,1,0,418,41.4041,-71.4774
5103,5103,5103,http://www.whodyoubang.com/WhodYouBangServices.asmx?wsdl,1663,73,1,0,1399,43.2186,-77.4494
5104,5104,5104,http://whois.net.pk/webservice/whois.asmx?WSDL,2153,2127,1,0,1259,32.7791,-96.8028
5105,5105,5105,http://wikiled.com/services/Similars.asmx?WSDL,1079,26,1,1,651,52.5,5.75
5106,5106,5106,http://www.windictionary.com/services/Similars.asmx?WSDL,1984,982,1,1,1145,52.5,5.75
5107,5107,5107,http://www.worldofwoodworth.com/AjaxProject1/RSSService.asmx?WSDL,2409,422,1,2,418,38.65,-90.5334
5108,5108,5108,http://wsaf.worldtelemetry.com/WTIPollingService/WTIPollingEngine.asmx?WSDL,1853,504,1,0,1290,32.8073,-117.1324
5109,5109,5109,http://yorktown.cbe.wwu.edu/04Fall/hawleyr/A2/CreditCardValidate.asmx?wsdl,810,1481,1,1,381,48.7395,-122.4809
5110,5110,5110,http://www.wylieinc.com/DesktopModules/OnyakTech.SigmaLive.WS/SigmaLive.asmx?WSDL,1470,1338,1,5,856,,
5111,5111,5111,http://xemantex.net/xmxClientDictWebSvc.asmx?WSDL,1050,1544,1,2,551,32.9299,-96.8353
5112,5112,5112,http://www.yakima.com/config/config.asmx?wsdl,1191,657,1,2,1372,45.5332,-122.6827
5113,5113,5113,http://sms.yakoon.com/sms.asmx?WSDL,2628,324,1,0,1582,33.6119,-111.8906
5114,5114,5114,http://yetanotherforum.net/Register.asmx?WSDL,1792,706,1,0,686,38.2494,-122.04
5115,5115,5115,http://www.zipmgr.com/GeoBrokr.asmx?wsdl,1064,1458,1,0,1189,42.2776,-83.7409
5116,5116,5116,http://uploader.zoomonga.com/UploaderService.asmx?wsdl,1013,1090,1,1,1002,29.4889,-98.3987
5117,5117,5117,http://200.71.4.254:81/CSwsinfo/info.asmx?wsdl,892,791,2,2,1505,-34.8581,-56.1708
5118,5118,5118,http://200.71.4.254:81/CSwsinfo/Service.asmx?WSDL,892,791,2,2,1505,-34.8581,-56.1708
5119,5119,5119,http://www.clearing.com.uy/WSExperto/WSExperto.WSDL,1243,2293,2,2,1108,-34.8581,-56.1708
5120,5120,5120,http://ve-cortex.accor-services.com/CTTools/CustomerValidate.asmx?WSDL,32,1751,64,2,656,48.86,2.35
5121,5121,5121,http://diemthi.laodong.com.vn/webservices/universities.asmx?WSDL,1213,1155,56,0,1147,21.0333,105.85
5122,5122,5122,http://epidas.tachthongtin.com/WebServices/contentservice.asmx?WSDL,1103,1291,56,0,1147,21.0333,105.85
5123,5123,5123,http://epidas.tachthongtin.com/webservices/termservice.asmx?WSDL,1103,1291,56,0,1147,21.0333,105.85
5124,5124,5124,http://203.113.172.33/mssgateway/SMS_WS.asmx?WSDL,981,881,56,2,1059,16.0,106.0
5125,5125,5125,http://hocmai.vn/webservice/service.php?wsdl,1671,2246,56,2,533,21.0333,105.85
5126,5126,5126,http://navis.com.vn/AutoCompleteService.asmx?WSDL,2030,2111,56,2,7,16.0,106.0
5127,5127,5127,http://www.noiket.com.vn/webserviceSMS/wsdlServer.php?wsdl,2266,1046,56,1,1582,33.6119,-111.8906
5128,5128,5128,http://ws.van.com.vn/van.asmx?WSDL,2202,2377,56,2,724,21.0333,105.85
5129,5129,5129,http://alo.xitrum.net/Services/ReceiveMO.php?wsdl,2331,2345,56,2,1147,10.8142,106.6438
5130,5130,5130,http://www.cgmi.com.ar/soap/?wsdl,1740,203,69,1,132,-29.1819,-58.07899999999999
5131,5131,5131,http://adserver.fibertel.com.ar/CheckIp/CheckIp.asmx?WSDL,648,1775,69,2,178,-34.5309,-58.5201
5132,5132,5132,http://www.siisa.com.ar/soap/CustomerInfo/wsdl/,2279,2137,69,5,1326,,
5133,5133,5133,http://abr.business.gov.au/abrxmlsearch/ABRXMLSearch.asmx?WSDL,2077,1799,8,2,252,-35.276,149.1344
5134,5134,5134,http://demo.ippayments.com.au/interface/api/sipp.asmx?WSDL,1994,1055,8,2,437,-33.35,151.4333
5135,5135,5135,http://kingsparking.com.au/CarsService.asmx?WSDL,987,852,8,2,470,-33.8667,151.2
5136,5136,5136,http://myproperty.raywhite.com/WebServices/LocalWebServices.asmx?WSDL,1971,1953,8,2,40,-27.0,133.0
5137,5137,5137,http://eca.recruitlive.com.au/interpro/JobsliveWS/randomjobpicker.asmx?WSDL,963,862,8,5,564,,
5138,5138,5138,http://almighty.pri.univie.ac.at/~mangler/Vorlesung2007/manglersVictims.wsdl,1134,1560,38,1,1315,48.2,16.3667
5139,5139,5139,http://dotnet.jku.at/buch/samples/7/header/HeaderService.asmx?WSDL,1641,1448,38,1,1489,48.3,14.3
5140,5140,5140,http://www.centauri.at/upload.asmx?WSDL,1319,1226,38,5,787,,
5141,5141,5141,http://mail.consio.at/immobilienabrechnung/kontakte.asmx?wsdl,1837,1680,38,5,1064,,
5142,5142,5142,http://ad.interwetten.com/XMLFeeder/feeder.asmx?WSDL,503,499,38,2,1003,47.3333,13.3333
5143,5143,5143,http://server2.lugnerkinocity.at/sinema/service.asmx?WSDL,808,739,38,0,1594,47.3333,13.3333
5144,5144,5144,http://ult-sun-api.test.delight.be/mainservice/snowapi.asmx?wsdl,213,971,63,0,1008,42.5051,-71.2047
5145,5145,5145,http://www.dotnetconsult.co.uk/weblog/blogxbrowsing.asmx?wsdl,1323,345,63,0,701,51.5,-0.13
5146,5146,5146,http://webservices.enaos.net/DerniersDecesEPF.asmx?WSDL,1150,126,63,2,987,50.8333,4.0
5147,5147,5147,http://www.ibama.gov.br/ws/cnuc.php?wsdl,2333,1556,10,2,1190,-10.0,-55.0
5148,5148,5148,http://home.infusionblogs.com/_vti_bin/Authentication.asmx?wsdl,2282,298,23,0,1419,43.6667,-79.4167
5149,5149,5149,http://www.byjg.com.br/xmlnuke-php/webservice.php/ws/cep?WSDL,505,1060,23,2,310,40.7267,-73.9981
5150,5150,5150,http://www.library.utoronto.ca/unicorn.wsdl,102,103,23,1,508,43.6619,-79.3952
5151,5151,5151,http://leadsuk.blizzardi.com/whiteboxeyesPTP/validate.asmx?WSDL,547,1432,23,0,1222,40.2181,-111.6133
5152,5152,5152,http://services.irm-systems.com/WEBService/LoginServices.asmx?WSDL,2504,1466,23,1,682,39.7351,-75.6684
5153,5153,5153,http://www.readingrecovery.co.nz/administration.asmx?wsdl,2051,465,23,0,1417,29.4889,-98.3987
5154,5154,5154,http://www.srfax.com/srfaxwebsvc/srfaxwebsvc.asmx?wsdl,1976,2301,23,2,272,50.75,-120.85
5155,5155,5155,http://www.stockhouse.com/webservices/AvatarData.asmx?WSDL,2406,1554,23,0,1417,40.6888,-74.0203
5156,5156,5156,http://www.smesy.gov.cn/services/Server?wsdl,1550,1395,5,5,899,,
5157,5157,5157,http://fm.flash8.net/FmWs.asmx?WSDL,1000,781,5,2,677,36.6683,116.9972
5158,5158,5158,http://match.golfonlife.com/MatchService.asmx?WSDL,2678,2506,5,5,1591,,
5159,5159,5159,http://sna2.coomeva.com.co/axis/services/Checker?wsdl,1996,1846,32,5,1154,,
5160,5160,5160,http://indicadoreseconomicos.bccr.fi.cr/IndicadoresEconomicos/WebServices/wsIndicadoresEconomicos.asmx?wsdl,449,401,52,5,277,,
5161,5161,5161,http://ws.geewa.com/2.2/FrontEndWS.asmx?wsdl,740,424,11,0,489,49.75,15.5
5162,5162,5162,http://as.asp2.cz/ForeignExchangeService.asmx?WSDL,843,712,11,2,71,49.75,15.5
5163,5163,5163,http://www.milan.sk/WebService1/Service1.asmx?wsdl,1709,2472,11,0,699,49.75,15.5
5164,5164,5164,http://webservice.statsbiblioteket.dk/ws-netmusik-search/services/netmusik_wssearch?wsdl,2041,1268,15,1,471,56.3155,10.3204
5165,5165,5165,http://netbib.statsbiblioteket.dk/netbib/services/Faust?wsdl,2041,1268,15,1,471,56.3155,10.3204
5166,5166,5166,http://www.smartlaunch.net/Software/Releases/v4.0/v40.asmx?WSDL,264,2481,15,0,412,56.0,10.0
5167,5167,5167,http://synergiciel.cecam.net/Cecam.SynergicielV2.Ws/Personne.asmx?WSDL,1067,972,58,5,641,,
5168,5168,5168,http://gwladysg.free.fr/services/serveur/helloyou_serveur.php?wsdl,2428,959,58,2,1176,48.86,2.35
5169,5169,5169,http://particuliers.edf.fr/FRONT/EDF_PART/include/fr/webServices/CIB/webServiceCIB.wsdl,894,2,58,0,1546,48.86,2.35
5170,5170,5170,http://www.essec.fr/myessec/services/jws-esseclive?wsdl,301,2071,58,2,1298,49.0364,2.0761
5171,5171,5171,http://query.adp.fr/ADP.WebService.horaires/horaires.asmx?WSDL,982,1049,58,2,773,48.8959,2.5264
5172,5172,5172,http://eric.trupin.ifrance.com/bonjourwsdlifrance.wsdl,1316,1220,58,5,782,,
5173,5173,5173,http://service.oli-it.com/StartService.asmx?wsdl,2518,645,31,0,443,49.4667,10.9667
5174,5174,5174,http://biathlonresults.com/WebServices/Basic.asmx?wsdl,548,957,31,0,332,53.0,-8.0
5175,5175,5175,http://www.online-mitgliederverwaltung.de/bds/Vereinswelt/Gewerbeverein.asmx?WSDL,117,928,31,2,953,51.0,9.0
5176,5176,5176,http://www.openpr.de/public/openPR-WSDL.php?wsdl,2554,1921,31,1,1490,51.0,9.0
5177,5177,5177,http://cs.daenet.de/webservice/CurrencyServerWebService.asmx?WSDL,180,1157,31,0,1563,51.5,-0.13
5178,5178,5178,http://webservices.ecircle-ag.com/rpc?wsdl,1910,613,31,2,1472,51.0,9.0
5179,5179,5179,http://www.gamepro.de/webservice/premiumusers/premiumuser.cfc?wsdl,215,291,31,0,676,51.0,9.0
5180,5180,5180,http://iban-bic.com/soap/?wsdl,145,1150,31,0,888,51.0,9.0
5181,5181,5181,http://www.ilias.de/test37x/webservice/soap/server.php?wsdl,1030,1390,31,1,446,51.45,7.0167
5182,5182,5182,http://rs1-online.de/ilias3/webservice/soap/server.php?wsdl,1142,925,31,0,739,52.5167,13.4
5183,5183,5183,http://ewtestwebvergabede.h137461.serverkompetenz.net/service/server_v1_3.php?wsdl,559,912,31,0,739,52.5167,13.4
5184,5184,5184,http://codeconverter.sharpdevelop.net/ConvertService.asmx?WSDL,2131,1473,31,2,844,50.2,9.1833
5185,5185,5185,http://www.sugartech.co.za/soap/wsdlserver.php?wsdl,1040,666,31,0,888,49.4478,11.0683
5186,5186,5186,http://www.inf.bme.hu/~dobe/gsoap/Calculator.wsdl,1690,242,34,1,1559,47.5,19.0833
5187,5187,5187,http://erindrekip.skyrr.is/wsloggildingar.asmx?WSDL,242,1825,60,0,1257,65.0,-18.0
5188,5188,5188,http://www.exporttechnologies.com/webservices/currencyservice/currencyservice.asmx?wsdl,888,749,20,0,544,53.0,-8.0
5189,5189,5189,http://slk.sulam.org.il/k12/misgav/News/C1/_vti_bin/BusinessDataCatalog.asmx?wsdl,292,276,24,5,186,,
5190,5190,5190,http://b144.co.il/Services/CategoryService.asmx?WSDL,1662,251,24,1,465,31.5,34.75
5191,5191,5191,http://www.agrotrace.coop/_vti_bin/UserProfileServicewsdl.aspx,2462,2295,26,5,1436,,
5192,5192,5192,http://devlab.devleap.it/PaoloPi/ws01/wsTest02.asmx?wsdl,128,119,26,5,68,,
5193,5193,5193,http://bdrtest.izs.it/WsRegistriCertificatiAut/registricertificati.asmx?WSDL,2556,97,26,2,202,42.75,13.95
5194,5194,5194,http://clienti.skypost.it/credit.asmx?wsdl,1495,27,26,0,870,39.0437,-77.4875
5195,5195,5195,http://www.infogenerics.net/RSS_DevFeed.asmx?WSDL,1931,1727,26,0,1123,42.8333,12.8333
5196,5196,5196,http://api.transvector2.it/swapping.asmx?wsdl,2547,423,26,0,1487,45.4667,9.2
5197,5197,5197,http://212.177.98.35/swapping/default.test.asmx?WSDL,1967,1806,26,2,485,45.85,8.8333
5198,5198,5198,http://invia.sms-pronti.com/ws.php?wsdl,1946,285,26,1,1129,47.0,8.0
5199,5199,5199,http://edicode.vips.gr.jp/SeikaCodePublish.asmx?WSDL,1612,1464,29,5,930,,
5200,5200,5200,http://58.71.128.51:9300/mm7/services/MM7Service?WSDL,871,775,68,0,151,2.5,112.5
5201,5201,5201,http://nts.compris.enovation.nl/services/Version?wsdl,1969,1623,53,0,534,51.9299,4.5796
5202,5202,5202,http://xtract.bascomputers.nl:4040/Xtract.asmx?WSDL,2379,2122,53,0,1394,52.5,5.75
5203,5203,5203,http://www.finallworks.nl/cms/service/finallworks_contentservice.asmx?wsdl,327,1027,53,0,1142,52.5,5.75
5204,5204,5204,http://services.roesweb.nl/Calc.wsdl,92,2212,53,0,224,52.5,5.75
5205,5205,5205,http://dcregistry.natlib.govt.nz/axis/services/itemSummary?wsdl,1888,1278,54,2,364,-41.3,174.7833
5206,5206,5206,http://loki.co.nz/LokiService.asmx?WSDL,1453,1485,54,0,848,-33.8615,151.2055
5207,5207,5207,http://api.bioinfo.no/wsdl/ELMdb.wsdl,733,582,62,1,421,60.3911,5.3247
5208,5208,5208,http://ksms.webservice.keyteq.no/ksms.php?wsdl,1569,206,62,0,214,62.0,10.0
5209,5209,5209,http://donau.hiof.no/borres/dn/service1/Service.asmx?WSDL,2350,478,62,1,421,62.0,10.0
5210,5210,5210,http://webservices.linjegods.no/PublicMethodes.asmx?WSDL,1932,1782,62,5,1124,,
5211,5211,5211,http://www.streemo.pl/Portal/WebServices/UserService.asmx?WSDL,729,2436,42,0,53,52.0,20.0
5212,5212,5212,http://serwis.sgh.waw.pl/test/nuserver.php?wsdl,2546,2393,42,5,1485,,
5213,5213,5213,http://soap.siriussoft.co.kr/Jp/PWS/WebService.asmx?WSDL,1942,2270,57,0,481,37.57,126.98
5214,5214,5214,http://solar.viniti.ru:8080/ScsMetaService/FieldService.asmx?WSDL,2698,2086,37,2,545,55.7522,37.6156
5215,5215,5215,http://office2003research.translate.ru/ResearchService/SimpleTranslateSvc.asmx?wsdl,2020,359,37,0,146,60.0,100.0
5216,5216,5216,http://www.worldtime-clock.com/services/webclock?wsdl,2564,2084,37,0,19,60.0,100.0
5217,5217,5217,http://www.softwaremaker.net/webservices/swm/validator/validator.asmx?WSDL,1068,1366,13,2,643,1.3667,103.8
5218,5218,5218,http://www.mojdenar.com/WS_Register/md_office.asmx?WSDL,617,720,16,0,392,46.0,15.0
